review,sentiment
"Det som tidligere var et skarpt , morsomt og friskt band , er blitt matt , melankolsk og mistilpasset .",1
Anmeldelse :,0
Biografien om feministen Betzy Kjelsberg utvider norsk historie,0
En feministisk pioner .,0
Kampen for likestilling har lenge stått i skyggen av gutta på skauen og heltene fra arbeiderbevegelsen i norsk historieskriving .,0
Det har en rekke biografer gjort noe med de siste årene .,0
Magnhild Folkvord er en av dem .,0
Kvinner i arbeidslivet,0
"Hun har bakgrunn som journalist i Klassekampen , og utga i 2013 en biografi om Fredrikke Marie Qvam , en av strategene bak kvinnenes seier i kampen for stemmerett .",0
"Nå har Folkvord skrevet en biografi om hennes venninne , Betzy Kjelsberg .",0
Kvinner i arbeidslivet,0
"Til nå har hun ikke blitt betraktet som like viktig som de fire store feministene , som foruten Qvam omfatter Gina Krog , Fernanda Nissen og Camilla Collett .",0
Det kan det raskt bli en endring på med « Betzy Kjelsberg .,0
Feminist og brubyggjar » .,0
I den gir Folkvord en stort sett levende skildring av Norges første kvinnelige fabrikkinspektør som gjennom et langt liv kjempet for å bedre kvinners arbeidsliv .,0
Nyansert og velkomponert,0
Nyansert og velkomponert,0
"I den spenner hun opp et bredt lerret , og med et sikkert grep om stoffet følger hun Kjelsberg fra fødsel i Svelvik i 1866 til hennes død som høyt respektert rikskjendis i 1950 .",0
"At hun i likhet med Qvam ble begravet på statens bekostning , sier noe om hennes posisjon i samtiden .",0
Særlig levende er skildringene av om hennes ungdomstid tid som en av Norges første kvinnelige gymnasiaster og miljøet omkring kvinnegruppa Skuld .,0
Sjelden har jeg lest en mer elegant skildring av et bryllup biografen stiller seg kritisk til av grunner som forsiktig utdypes utover i boka .,0
« Det vart ingen artium for den unge Betzy .,0
"Kjærleiken tok styringa over studentkarrieren » , skriver hun med sikker sans for understatement .",0
Utrettelig fabrikkinspektør,1
Utrettelig fabrikkinspektør,0
"At Folkvord også har blikk for slående eksempler , viser hun flere steder .",0
For eksempel i beskrivelsen av Kjelsberg innsats for en kvinnelig kokke som delte rom med seks-sju mann .,0
"Det fikk holde at hun lagde mat til mennene , hun skulle ikke også være kjerringa deres , noe også bedriftseieren innså til slutt .",0
"Til tross for massive fordommer mot en kvinnelig fabrikkinspektør , visste Kjelsberg å sette seg i respekt hos sine motstandere .",0
Folkvord argumenterer overbevisende for at hun var altfor dyktig til å bli sjefsinspektør i 1916 .,0
"Stillingen gikk i stedet til en mann uten erfaring og kompetanse , men med riktig nettverk .",0
"Et mer graverende eksempel på at Kjelsberg ble oppfattet som en trussel av mannsveldet , var da hun til tross for bred støtte ikke ble sosialminister i 1928 .",1
Den røde tråden i boka er Folkvords skarpe betraktninger om hvorfor Norge ble « ein sinke når det gjaldt kvinner i sentrale posisjoner » .,0
"Hennes lite flatterende beskrivelser av menn som tviholder på sine maktposisjoner , burde være aktuelle også i dag .",1
Sakte fremdrift,1
Sakte fremdrift,0
Til gjengjeld har Folkvord gjort et stort arbeid i å saumfare arkiver .,0
Materialet er så omfattende at det går utover fremdriften i historien enkelte steder .,1
På side 144 får vi vite at Kjelsbergs flyttet fra Drammen til Kristiania .,0
Det tar imidlertid femti sider før de flytter inn i en leilighet i Victoria Terrasse .,1
Likevel er det ingen tvil om at Folkvord med « Betzy Kjelsberg » er blant de forfatterne som utvider norsk biografiskriving til å omfatte andre enn våre krigshelter og etterkrigstidens statsministre .,0
« Betzy Kjelsberg » anbefales til alle som vil vite mer om feminismen lange og stolte tradisjon helt tilbake til 1800-tallet .,0
På raggedeiseni metropolen,0
Kva hadde nå han der å gjera ?,0
"Sunnhordlendingen Geir Olav Jørgensen ( 1971 , debut 2006 ) kjenner ein igjen når ein får ei ny bok av han .",0
"Han er ein av forteljarane i bokheimen , av dei som både fortel fordi personane hans har mangt og mykje å fortelja og fordi dei sjølve – mens dei fortel – strever med å forstå kva dei balar på med i livet .",0
"Forfattaren er sjølv ein mykje bereist mann , som , når han tar personane sine med rundtforbi på kartet , ikkje gjer det utan å sveipa innom det bygdevestlandske utgangspunktet sitt , sjølv om det kanskje ikkje lenger er ein blivande stad .",0
"Det gjer han også i ein minnesekvens i årets roman , der hovudpersonen sjølv i rusa stand tutlar omkring i Berlin , som ein slags upåmeldt deltakar i eit uoffisielt « Marathon Berlin » .",0
"« Marathon Berlin » er den femte boka til Jørgensen , velkomponert pakka med dei ingrediensane vi kjenner han på : ein mannleg hovudperson sånn på hans eigen alder , ein musisk vandrar og bohem , ein både kjenslevâr og realitetsorientert drøymar og forsøksvis kosmopolitt , ein mann med mykje kvinne— og familieelsk i seg , uløyseleg knytt til oppvekststaden sin , ein jordnær estet , og ikkje å forgløyma : ein mann som sjeldan er langt vekke frå ymse rusmiddel .",0
"I den femdelte , nesten dialogfrie romanen « Marathon Berlin » , med vekslande synsvinklar frå første til tredje person og tilbake igjen , har bygdenorske Erik tatt med seg den jødiske kona si , Tamara , og dei to ungane på åtte og eitt og eit halvt og flytta til Berlin for å studera kunsthistorie .",0
"Det går ikkje så glatt for denne eigesjuke egoisten som strever med sjølvbildet sitt , ganske spesielt fordi han er besett sjalu på Tamara der ho går og steller for dei alle ; til ho rimelegvis får nok .",1
"Så finn då hovudpersonen ettersom dagane surrar og sviv ut at di lenger ein lever , di fleire feil får ein utretta , og elles at jorda er rund og utan exit .",0
Geir Olav Jørgensen gjer det til medrivande lesning .,0
"Som den individualisten han er , bryr han seg heller ikkje overvettes om skolegrammatikk og rettskrivingsreglar .",0
Beyoncé feat .,0
Jay-Z :,0
« DeJa Vu »,0
( Columbia / Sony BMG ),0
Verdens mektigste pop-par kan kunsten å blande forretninger og fornøyelse .,0
"Beyoncé Knowles vil raske med seg uhorvelige mengder penger og oppmerksomhet også i år , via filmen « Dreamgirls » og platen « B'Day » .",0
"Bedre ting har skjedd med verre folk , for på denne album-aperitiffen viser Destiny's Child-sjefen at hun er den globale poptronen verdig .",0
« DeJa Vu » beveger seg et stykke utenfor R&B-stilen vi forbinder med Beyoncé .,0
"Men ta det med ro , hun er fortsatt både catchy og funky .",0
Denne gangen står hun i gjeld til Michael Jackson og den banebrytende popdiskoen han lagde på « Off The Wall » i 1979 .,0
Og igjen trekker hun linjer mellom klassisk sort musikkhistorie og nåtid på et elegant vis få gjør henne etter .,0
"Det skader heller ikke at kjæresten Jay-Z dukker opp med sin makeløse rap , slik han gjorde for henne på klassiske « Crazy In Love » .",0
« DeJa Vu » viser at idétørken deres stadig lar vente på seg .,0
"Kaldt , sårt og passe vellykket",1
"Avicii , Gwyneth Paltrow og sanger om skilsmisse .",0
Chris Martin er bare halvveis tilbake på Ghost Stories .,1
"I 1978 slapp Marvin Gaye albumet Here , My Dear , en bitter , personlig og briljant plate om soulsangerens skilsmisse fra Anna Gordy .",0
"Før innspillingen hadde Marvin Gayes advokater blitt enige om at halvparten av dollarmillionen han fikk da platen var ferdig skulle gå til Gordy i skilsmisseavtalen , så de fleste regnet med at Gaye kjapt og uten følelser skulle lage en plate for å bli ferdig med det .",0
"Neida , Gaye malte ut skilsmissen over 14 låter på en dobbelplate , og oppsummerte all sin bitterhet med tekstlinjen "" If you ever loved me will all of your heart / You'd never take one million dollars to part "" .",0
"I 2014 prøver Chris Martin å bruke Ghost Stories til å drive ut demoner etter skilsmissen fra Gwyneth Paltrow , samtidig som Coldplay prøver å revitalisere seg etter slappe Mylo Xyloto .",1
"Det låter definitivt vakkert og sårt , men noen Here , My Dear - som i mine ører er platen alle skilsmisseplater måles opp mot - er det ikke .",1
Tekstmessig blir vi silkemykt dratt gjennom sinnstilstanden til en mann som ikke lenger er med sin kjærlighet .,0
"Fra de første , litt vonde tankene i "" Always In My Head "" og metaforen om å bli kuttet i to i "" Magic "" ( "" I just got broken , broken into two / Still I call it magic , when I'm next to you ) , før desperasjonen dukker opp i "" True Love "" ( "" lie to me "" ) og den lett patetiske idylliseringen av eksen får fritt spillerom på "" A Sky Full of Stars "" ( "" Cause you're a sky full of stars / Such a heavenly view "" ) .",0
"Lyrisk er det beint frem kjedelig og uinteressant og endimensjonalt , selv til Chris Martin å være .",1
"På sitt beste kan han være en konge av sødmefylt allsanglyrikk , tenk bare på den entusiastiske kjærlighetserklæringen i "" Yellow "" , eller det gåsehudfremkallende refrenget i "" Fix You "" :",0
""" Lights will guide you home / And ignite your bones / And I will try to fix you "" .",0
Pop på sitt flotteste .,0
Det er dog noen tilløp til store øyeblikk på Ghost Stories .,0
""" Another ’ s Arms "" en mystisk liten perle med den nydelige samplingen av Jane Weaver som en signatur som går gjennom låten .",0
"Samarbeidet med Avicii på "" A Sky Full of Stars "" markerer muligens en ny æra for popmusikken , med sitt møte mellom det mest publikumsvennlige av 2000-tallets popmusikk , Coldplay , og 2010-tallets så langt største popsnekker , Tim Bergling , Singelen "" Magic "" har en produksjon og et hook som går utenom det meste i profesjonalitet og headsetvennlighet .",0
"På "" Midnight "" blir Chris Martin så mumlete at man tror han har gått på Islands Kunsthøyskole For Uforståelig Sigur Rôs-vokal , men inni der er det forhåpentligvis også signaler på hvor Coldplay skal gå i fremtiden : den mørke , dystre Chris Martin kan være interessant å utvikle .",1
"De fine tilløpene til tross , Ghost Stories er en lettvekter .",1
"Det er ikke visjonært , storslagent , eller mystisk nok til at det oppleves som bandet er gjenfødt .",1
"Men sammenlignet med Mylo Xyloto er det flere steg i riktig retning , nå gjelder det bare å strekke strikken i alle retninger , så kanskje Coldplay blir det interessante og eksperimenterende bandet de aldri har truet med å være .",0
Gutter og menn,0
"« Mud » er et herlig oppvekstdrama , inspirert av Mark Twain og de tidlige tenårenes smertefulle forelskelser .",1
FILM :,0
Ellis er 14 år og bor med mor og far på en husbåt ved en av Mississippis sideelver i Arkansas .,0
"Han sniker seg ut før daggry og møter sin jevnaldrende kompis , Neckbone , som har noe å vise ham .",0
De kjører ut i elvas hovedløp og videre til ei øy der hemmeligheten skjuler seg :,0
"Høyt oppe i et tre ligger en båt , ei stort sett uskadd plastsnekke .",0
"Den eneste som vet om båten , er Neckbones onkel , så her ligger alt til rette for en søt hemmelig-sted -i skogen-historie .",0
"Til guttas store overraskelse , viser det seg at de ikke er aleine på øya :",0
Matthew McConaughey har stiftet rede i « trebåten » .,0
"Det vil si , han gjemmer seg der .",0
Han er sulten og ber gutta skaffe ham mat .,0
I bukselinningen bærer han en Colt .45 .,0
Stort talent,0
Høres dette kjent ut ?,0
To gutter på eventyr .,0
På Mississippi .,0
Som blir venner med en mann på rømmen .,0
"Jepp , dette er en oppdatert utgave av Tom Sawyer og Huckleberry Finn , skrevet og regissert av et av amerikansk films største talenter , Jeff Nichols .",0
"34-åringen debuterte med « Shotgun Stories » og fikk et begrenset gjennombrudd med den intense « Take Shelter » ( 2011 ) , om en småbarnsfar i Ohio som merker en snikende sinnsykdom i form av dommedagsdrømmer .",0
I « Mud » er Nichols tilbake i hjemstaten Arkansas og har begått en oppvekstskildring som kunne funnet sted for både tjue og førti år siden .,0
"De kraftige pickup-ene er av nyere modell , men elva flyter som alltid .",0
"Husbåtene er relativt tidløse , Ellis og Neckbone kjører hjelmløse rundt på en bulkete motorsykkel og mennene de kjenner lever av elva .",0
Realistisk magi,0
"Noen vil kanskje tro at båten i treet bærer bud om magisk realisme á la « The Beasts of the Southern Wild » , men resten av filmen er reinspikka realisme .",0
Her ingen fargerike fylliker eller poetiske fortellerstemmer og det er langt mellom sørstatskarikaturene .,0
Magien består i hvordan Nichols drar oss inn i landskapet og historien han vil fortelle .,0
Ellis spilles av Tye Sheridan ( « Tree of Life » ) og er en godhjertet romantiker som prøver å finne ut av dette med jenter og slikt og han blir ikke mindre forvirret av å observere de voksne .,0
Han smuglytter når mor prøver å få hans fåmælte far i tale .,0
"Faren er en ærlig , sørgmodig arbeidskar som ikke har levd opp til det mannsidealet både han og omgivelsene verdsetter .",1
Ellis har vanskelig for å godta at to mennesker kan slutte å elske hverandre .,0
Det er ikke minst derfor han trekkes mot Mud ( McConaughey ) .,0
"Mud lever i skjul , bærer våpen og er muligens ikke til å stole på , men han elsker en kvinne , Juniper ( Reese Witherspoon ) og Ellis er villig til å leve farlig for å bringe dem sammen igjen .",1
Symbolske kvinner,0
"McConaughey fortsetter å imponere i sitt nye liv som seriøs skuespiller , men det som gjør « Mud » til en stor opplevelse , er Nichols'evne til å bringe de mindre rollene til liv , både gjennom sin fortellerevne og i arbeidet med å lokke det beste ut av gode skuespillere .",0
"Det kan innvendes at han gir for liten plass til kvinnerollene og man kan spørre seg hvorfor Witherspoon takket ja til en såpass symbolsk rolle , men ikke glem at vi ser verden med en 14-årings blikk og alt tyder på at kvinner kommer til å utgjøre en stor del av hans videre ferd mot voksenlivet .",1
Helt håpløst !,1
"Det hender , ikke ofte - men likevel :",0
Man sitter i kinoens mørke og tenker :,0
Hva i helvete ( bokstavlig talt ) er dette ? !,1
Man ser jo en slags horrorfilm .,0
"Man ser jo at skuespillere forsøker å fremstille noen roller , man ser oppladbare driller som drapsvåpen , noen « døde » som ikke har puls men puster og spyr svart olje , man hører « skummel » musikk , man skimter noe få « bø!-opplevelser » .",0
Men ingenting henger sammen ; overdrivelsene er lammende usannsynlige ; de « normale » rollene greier ikke å fremsi sine replikker uten en stivhet usett i norsk film siden 70-tallet ; de zombi-inspirerte avartene er ubestemmelige og direkte latterlige .,1
Det hviler en fortvilet rådvillhet over hele prosjektet ( som er norsk men har franske regissører ) som gjør filmen totalt ubehjelpelig og tilsvarende håpløs .,1
Og verst :,0
Filmen er strabasiøst blottet for humor .,1
"Man aner jo at dette er et , forsåvidt , energisk sjangerforsøk .",0
"Det mangler ikke på referanser , verken til rådende splatterforbilder eller skrekksusjetter ( som « Ringu » og « Saw » -serien , eller « Blair Witch » , for den saks skyld ) .",0
"Problemet er bare at i den grad de nevnte filmene et stykke på vei lykkes , så er det fordi de greier å skape sitt eget univers - en slags egenskapt surrealisme .",0
"« Mørke sjeler » vasser bare rundt i et traurig norsk sosialdemokrati , uten å løfte seg selv bort fra noe som helst .",1
Det mangler i grunnen bare at Jørgen Kosmo dukker opp i billedkanten med brune sko og grå dress og sier u-hu .,1
« Mørke sjeler » skal ha vunnet utenlandske priser på en del festivaler .,0
"Hvordan dét er mulig , aner ikke jeg - bortsett fra , kanskje , at « utlandet » oppfatter nordmenn som komplette idioter .",1
Mest håpløst siden berømmelige « Dis » ( 1994 ) ?,1
"Tett , tett på i alle fall !",0
Filmanmeldelse :,0
Tullmannens læregutt,1
"Nesten et år forsinket , og utsatt til filmbransjens svar på dødens forværelse – januarmåned .",0
USA.,0
11 år .,0
Regi :,0
Sergey Bodrov .,0
Med :,0
"Ben Barnes , Julianne Moore , Jeff Bridges .",0
"Dette er en slik film man umiddelbart , vi snakker i løpet av det første minuttet med spilletid , skjønner at kommer til å bli nesten transcendentalt verdiløs .",1
Og « Seventh Son – den siste lærling » « skuffer ikke » :,1
"Dette oppkoket av « moderne » fantasy-klisjeer – ja , den har hekser ; ja , den har drager ; ja , den har en « magisk stein » , kan du vel skjønne – kan være den mest avsindig sjelløse CGI-suckathonen siden « Van Helsing » ( 2004 ) .",1
"Historien er det samme gamle førmoderne « godt mot ondt » -dilldallet , simpelt gjenfortalt utelukkende som et påskudd for å « motivere » et par dølle slagscener .",1
"Gode skuespillere – Jeff Bridges ( som en snøvlende vismann , ikke ulik han der trollduden i utbrettcoveret på Led Zeppelins fjerde album ) og Julianne Moore ( riktignok ganske deilig som den sorte onde heksedronningen , ikke ulik Angelina Jolie i « Maleficent » ) – skusles bort og ydmykes .",1
Mindre gode skuespillere tygges opp og spyttes ut .,1
Ben Barnes er blek og uinteressant i en blek og uinteressant helterolle .,1
"Kjæresteemnet hans , svenske Alicia Vikander , må gå rundt og proklamere dialog som dette :",0
"« Det blir sagt at når en heks berører hånden til mannen som skal gå ved hennes side i skinnet av en fullmåne , vil det komme en blå gnist » .",0
MORTEN STÅLE NILSEN,0
Savnet :,0
Spenstig TV om hus og hjem,0
TVNorge kårer Norges flotteste hjem med Bonytt-TV .,0
TV :,0
"Vi nordmenn er gale etter bolig , enten det handler om kjøp og salg , interiør eller oppussing .",0
"Den voldsomme interessen har ikke gått TV-produsentene hus forbi , og de tradisjonelle interiørprogrammene har etter hvert fått selskap av et bredt utvalg boligrelaterte konsepter — fra « Sinnasnekker'n » og « Skjulte skatter » til « Boligjakten » og « Solgt ! » .",0
Nå skal TVNorge og programleder Birgitte Lund Nakken etter to sesonger med « Herlige hjem » kåre landets « mest inspirerende og personlige hjem » .,0
"I hvert program presenteres tre boliger og menneskene som bor der , før en eksperttrio får se seg om og til slutt stemmer fram en finalist .",0
"Hvem som ender opp med tittelen « Årets hjem » og 100 000 kroner , avgjøres av seerne i finaleprogrammet .",0
Mer folkelig enn trendy,0
Det blir fort tydelig at det ikke er D2-segmentet som skal fenges av « Årets hjem » .,0
"Selv om både dommerpanelets arkitekt Knut Hovland og tidligere « Norway Says » -designer Andreas Engesvik representerer en trendriktig , ren smak , har interiørdesigner Maria Erlingsdotter Neerland rollen som gispende begeistret tilhenger av det sjarmerende , hjemmekoselige , prangende og detaljrike .",0
"Og det er det siste vi får mest av i første program , enten det er i sveitservillaen restaurert med tidsriktig , tungt 1800-tallsinteriør , eller det jordnære 30-tallshuset med egentegnet , moderne tilbygg .",0
"Langsomt sveipende vidvinkelbilder viser lyse , mennesketomme og pertenlig ryddige rom og eksteriører , som hentet rett ut av en boligannonse eller et boligmagasin .",0
"I avslappet tempo slår Nakken av en prat med eierne om hva de liker med huset sitt , før ekspertene like avslappet rusler rundt og diskuterer seg imellom .",0
"Noen drypp av faglig opplysning er det , men hvor ofte panelet tyr til meningsløst tøys seg imellom er talende for savnet etter en strammere framdrift .",1
Strømlinjeformet,0
"« Årets hjem » er nemlig utelukkende basert på opptak på location , som regel med en reportasjetilnærming der « det som skjer , får skje » .",0
Men historikken i både bygninger og interiør pirrer nysgjerrigheten langt mer enn programmet utnytter .,1
Hva med litt infografikk om kjennetegn for en periode eller stilart ?,1
Eller intervjuer med ekspertene der de får fortelle om det ?,1
"Det hadde gjort underverker , ikke minst for tempoet .",1
"I stedet får vi et program som er pent og pyntelig på overflaten , men mangler substansen til å engasjere .",1
"Og det er klart , for et program som skal kåre « hele Norges... » er det kanskje riktig å gå for det strømlinjeformede .",0
Men det hadde vært befriende å en gang få se et boligprogram som så og hørtes litt mer ut som SVTs « Kobra » og litt mindre som tv-versjonen av Bonytt .,1
Meget franske betroelser,0
"Vincent , i førtiårene , blivende far for første gang , inviteres til middag hjemme hos sin søster og svoger , pluss en barndomsvenn .",0
"Mens de venter på hans betydelig yngre kone , bombarderes han med spørsmål .",0
Blant annet stilles spørsmålet :,0
Hva skal barnet hete ?,0
Svaret hans reiser en vegg av vantro og sinne .,0
"Det er utgangspunktet for en aften der mange fortielser blir brakt fram i lyset , ferske avsløringer skaper hysteri , sinne og sjokk , unnvikelser , bløff og små og store , hvite og sorte løgner avsløres .",0
"Filmen er underholdende , selv om noen publikummere nok heller vil sitte halvannen time i en vaskemaskin for full utblåsning .",1
"For , nemlig :",0
"Dette er meget fransk , med høy temperatur og høye stemmer omkring bagateller , med mye brusing av fjæra for trivialiteter , med vin og kyss på kinnet og gestikulasjoner en i Norge bare begir seg hen til når en vepsesverm angriper .",0
"Det er også en film som nesten føles privat , som om filmskaperne har satt et skjult kamera og skjulte mikrofoner i en leilighet hvor mennesker av velberget , standard middelklasse befinner seg .",0
"Men i all denne praten om ditt og datt og mangt og mye og litt til , finnes det også befriende avsløringer , avsløringer som på sikt nok gjør klimaet mellom de seks friere .",0
"Og iblant alle bagateller og banaliteter , finnes det også et gullkorn eller tre .",1
Det er som å se et dyrt smykke i en butikk for billige suvenirer .,0
"Regien er meget nær , tett på , vi er i stuen hele tiden , men kamerat beveger seg hele tiden smidig , det blir aldri stivt , aldri .",0
Det samme kan en i høy grad anføre om skuespillerne .,0
Igjen :,0
"En del av oss lar oss hengivent underholde av dette , andre vil garantert føle at å se denne filmen er en passende straff for grove trafikksynder .",1
Second Sight,0
"Sniking , skyting og psykiske krefter står på dagsordenen i Second Sight .",0
Klarer du å hjelpe John Vattic ut av mentalsykehuset ?,0
"Det er alltid hyggelig å oppdage de litt mindre omtalte spillene , som kanskje drukner i den overveldende massen av høybudsjett-spill som dominerer salgslistene .",0
"Second Sight er en slik gledelig overraskelse , en parapsykologisk thriller som gir deg kontroll over krefter du ikke ante du hadde .",0
LES OGSÅ :,0
"Historien bak Second Sight er hentet rett fra en lang rekke filmer og bøker , og sånn sett ikke spesielt original .",1
"Men den blir likevel fortalt på en spennende og gripende måte , og det er vanskelig å legge spillet fra seg nettopp fordi du vil så gjerne få vite hva som egentlig foregår .",0
Hvem er jeg ?,0
"Du spiller som John Vattic , en tildligere forsker som en dag våkner i et militært sykehus , uten hukommelse og i elendig forfatning .",0
"Til hans store sjokk oppdager han at han tydeligvis har overnaturlige krefter , som lar han flytte på gjenstander , bli usynlig , gå ut av sin egen kropp eller helbrede seg selv .",0
"I tillegg ser det ut til at sykehusets ansatte ikke er overbegeistret for at han har kommet seg løs , og setter inn store styrker for å stanse ham .",0
"Målet for John Vattic blir altså å komme seg i frihet , og samtidig finne ut hva som har skjedd med ham og hvem han egentlig er .",0
Spillet foregår i to tidsperioder .,0
"I nåtiden hjelper du John å komme seg vekk fra sykehuset samtidig som du leter etter svar , mens noen av brettene er tilbakeblikk på Johns tidligere forskerkarriere , og hvordan han ble involvert i en strengt hemmelig , militær operasjon .",0
"Her er det mye konspirasjoner , ulovlige eksperimenter og andre hemmeligheter , og vi følger spent med .",0
"Second Sight prøver å kombinere flere sjangere under ett tak , og får det faktisk til .",0
"Det er flere måter å forsere et brett på , du kan snike i Sam Fisher-stil , dra frem de største våpnene , eller benytte deg av dine psykiske evner .",0
"Snikeaspektet er langt fra så avansert som i Splinter Cell eller Metal Gear Solid , men fungerer likevel , men det er klart gøyest å løfte en søppelkasse med tankekraften og sende den rett i hodet på en patruljerende vakt .",0
"Tilbakeblikk-brettene er imidlertid en del kjedeligere , da de for det meste dreier seg om ren skyting .",1
Ujevn kontroll,1
"Vi ble litt plaget av kontrollsystemet , som er litt rotete når det gjelder å låse seg inn på mål .",1
"Når en soldat løper mot deg og du forsøker å bli kvitt ham raskest mulig , hjelper det lite at siktet låser seg konstant inn på et askebeger ved siden av , ikke på den tungt bevæpnede fienden .",1
"Men heldigvis er ikke spillet blant de vanskeligste vi har spilt , spesielt fordi du til en hver tid kan helbrede deg selv med dine evner .",0
"Spesielt langt er det heller ikke , men det er i alle fall skikkelig spennende så lenge det varer .",1
"Så lenge du unngår å skyte for mye og heller fokuserer på tankeevnene og sniking , er Second Sight blant de mest nervepirrende titlene på en god stund .",0
"Og historien griper tak i deg , takket være den glimrende måten den blir fortalt på .",0
"Du vil gjerne at John skal finne ut hva som foregår , og du blir selv engasjert og nysgjerrig , og det er jo en god ting .",0
"Second Sight er et solid spill når det gjelder grafikken , selv om den ikke bryter noen grenser .",1
"Har du spilt TimeSplitters , kan du selv tenke deg den grafiske stilen , da utvikleren er den samme .",0
"Vi liker spesielt godt utseendet på figurene , med sine noe spesielle ansiktstrekk og detaljerte animasjoner .",0
"Vi må også skryte av musikken , som skaper utrolig god stemning gjennom hele spillet .",0
"Selv om Second Sight kanskje ikke er en revolusjonerende tittel som vil bli husket i mange år fremover , er det et vellagget , spennende og involverende spill .",1
"Vi anbefaler det til alle som gleder seg til nye Splinter Cell , men klarer ikke å vente et par måneder til , samt alle de som er opptatt av overnaturlige evner .",0
Du vil nok bli gledelig overrasket .,0
Anakonda-mat,0
Regi : Dwight H . Little .,0
Med :,0
Johnny Messner og Kadee Strickland .,0
Am . eventyr .,0
Sensur : 15 år .,0
Borneos anakondaer er kjeeeeempestore og trenger myyyye mat .,0
"Ideen om å la vitenskapen og kapitalen slå seg sammen og dra ut i jungelen hvor livet er en virkelig kamp på liv og død , er god nok .",0
Ekspedisjonen reiser til Borneos jungel hvor det vokser en orkidé med et enzym som gir evig ungdom - og evig rikdom til dem som kan lansere ungdomspillen .,0
Ute i jungelen må orkidéjegerne ikke bare kjempe mot værguder og jungelvegetasjon .,0
"Det de ikke vet , er at orkideen inngår i kostholdet til de lokale anakondaene ( kveleslange som kan bli 10 meter .",0
Lever i Sør-Amerika ! ) .,0
« AnaCondas » er en tradisjonell eventyrfilm hvor skrekkoverraskelser er langt viktigere enn historien og skuespillerinnsatsen .,1
Ca. hvert tredje minutt varsler lydbildet at noe farlig er på vei .,1
Det skjer med forutsigbar presisjon og gjør etter hvert det nifse mye mindre nifst .,1
Forutsigbart er det også hvem som blir anakondamat og hvem som skal overleve og finne kjærligheten .,1
"I det hele tatt , de fleste av oss har sett det før .",1
Vakker bikkje-sex,0
"Overklassebikkja kommer på kjøret med en bakgårdskjøter , slik man skulle gjøre det i de begynnende opprørstidene på femtitallet .",0
En vakker film i fantastisk Blu-ray .,0
« Lady og Landstrykeren :,0
Amerikansk tegnefilm .,0
1956.,0
"1 time,15 minutter .",0
Alle .,0
Regi :,0
"Clyde Geronimi , Wilfred Jackson , Hamilton Luske .",0
Med :,0
Stemmen til blant andre Peggy Lee .,0
"Jeg har ikke sett Disney-tegnefilmen « Lady ogLandstrykeren » siden jeg var barn , og gjensynet i Blu-ray ble en storøyd ogbegeistra ting .",0
For det første er bildene så vakkert modernisert at de er ennesten vantro fryd .,0
Dessuten er bikkjene så søte at de kan kureremorgen-misantropi .,0
Det starter med synging av den sorten sommisteltein-kvintetter driver med for å holde nabolag våkne i julestria .,0
"Detfinnes en gammeldags småby uten strøm— eller gass-sparing , det er luntDisney-lys i alle vinduer , det er mjuk og kveldsblå velstandssnø i alle hager , og så får lille fruen en hvalp i eske .",0
Disneys julepresanger er antakelig noeav det skjønneste som finnes .,0
"Bikkja er lille Lady , og dama blir halvvoksen ogkommer på kjøret ( som om hun skulle være Natalie Wood ) med den uvørneLandstrykeren , en hund uten integritet og synlig evne til moralsk vandel .",0
"Jegkan huske at jeg bekymra meg for at den snille hunden skulle være med denrampete da jeg var barn , men det går jo bra .",0
Og det er jo så bra .,0
The A-Team,0
"Stor , dum og overdreven .",0
I like !,0
The A-Team har tilsynelatende alt en actionfilm skal ha .,0
"Morsomme figurer , store doser humor , enorme eksplosjoner og vanvittige stunts .",0
Spørsmålet er om det er nok ?,0
Svaret er ja !,0
"Den vil riktignok ikke få noe klassikerstempel på seg , og kjennere av den originale tv-serien fra 1980-tallet vil kanskje rynke på nesen , men underholdningsfaktoren er høy .",1
Dette er en stor og dum actionfilm - som jeg hygget meg godt med !,0
En kløktig plan,0
"Her får vi se hvordan de fire ranger-soldatene Hannibal , Faceman , Murdock og B.A. Baracus samles i The A-Team , eller Alpha Team .",0
"De får i oppdrag å samle falske dollar-plater under Irak-krigens siste dager , men noen forråder dem , og gjør at teamet sendes i fengsel .",0
"Hannibal går i gang med å legge en kløktig plan for å få dem ut i det fri , jakte på de skyldige og renvaske The A-Team .",0
Et monster av en actionfilm,0
"Denne filmen lar alle mulige former for sannsynlighet ligge , så forvent deg for all del ikke en realistisk tilnærming til stoffet .",0
"Regissør Joe Carnahan bryr seg lite om at historien drives fremover av ekstreme tilfeldigheter og usannsynligheter , og jeg følte heller ikke at det gjorde noe .",1
Dette er ikke en slik film .,0
"Dette er et monster av en actionfilm , som raser av gårde og knuser alt i sin vei .",0
Man må bare henge seg på og ha det gøy så lenge det varer .,0
Fire personligheter,0
Jeg husker ikke så mye av den originale tv-serien .,0
Synet av Mr. T som B.A. Baracus er det som sitter igjen best .,0
Quinton « Rampage » Jackson spiller samme rolle mer avmålt og mindre overdrevent .,0
Smart !,0
Jeg liker actionunderholdning av denne sorten,0
"Liam Neeson er en troverdig leder som Hannibal , Bradley Cooper har det rette glimtet i øyet som Faceman , mens Sharlto Copley er effektiv som teamets gærning , Murdock .",0
